joint_name|position_rad|force_N|torque_Nm|timestamp|phase
wrist_2_joint|-1.6126824617385864|46.673728942871094|2.8833673000335693|82.0666666666633|ACT_3
wrist_3_joint|1.522930688224733e-07|27.83543586730957|0.09549231827259064|82.0666666666633|ACT_3
shoulder_pan_joint|-0.07470234483480453|0.0|0.0|84.38333333332983|INITIAL
shoulder_lift_joint|-0.4930577576160431|0.0|0.0|84.38333333332983|INITIAL
elbow_joint|0.6716353893280029|0.0|0.0|84.38333333332983|INITIAL
wrist_1_joint|-1.5707966089248657|0.0|0.0|84.38333333332983|INITIAL
wrist_2_joint|-1.6126823425292969|0.0|0.0|84.38333333332983|INITIAL
wrist_3_joint|1.366570359095931e-07|0.0|0.0|84.38333333332983|INITIAL
shoulder_pan_joint|-0.0688164085149765|0.0|0.0|94.39999999999593|INITIAL
shoulder_lift_joint|-0.7043454051017761|284.63897705078125|126.00291442871094|94.39999999999593|INITIAL
elbow_joint|0.6610154509544373|249.37539672851562|126.01496124267578|94.39999999999593|INITIAL
wrist_1_joint|-1.5707958936691284|135.32794189453125|48.91938781738281|94.39999999999593|INITIAL
wrist_2_joint|-1.570786714553833|81.96270751953125|4.611966609954834|94.39999999999593|INITIAL
wrist_3_joint|-4.1715975385159254e-07|45.88954162597656|0.055814120918512344|94.39999999999593|INITIAL
